kode pelanggan,umur,kota,gender,education,keluarga,Pekerjaan,Penanggung,Usaha,punya_produk1,punya_produk2,punya_produk3,punya_produk4,punya_produk5,punya_produk6,jualan,omset,penghasilan,average_sisauang_mingguan_1BT,average_sisauang_mingguan_2BT,average_sisauang_mingguan_3BT,average_sisauang_mingguan_4BT,average_sisauang_mingguan_5BT,average_sisauang_mingguan_6BT,sisauang_akhir_1BT,sisauang_akhir_2BT,sisauang_akhir_3BT,sisauang_akhir_4BT,sisauang_akhir_5BT,sisauang_akhir_6BT,sisauang_tertahan_1BT,sisauang_tertahan_2BT,sisauang_tertahan_3BT,sisauang_tertahan_4BT,sisauang_tertahan_5BT,sisauang_tertahan_6BT,sisauang_tersedia_1BT,sisauang_tersedia_2BT,sisauang_tersedia_3BT,sisauang_tersedia_4BT,sisauang_tersedia_5BT,sisauang_tersedia_6BT,sisa_hutang_1BT,sisa_hutang_2BT,sisa_hutang_3BT,sisa_hutang_4BT,sisa_hutang_5BT,sisa_hutang_6BT,jumlah_pembayaran_hutang_1BT,jumlah_pembayaran_hutang_2BT,jumlah_pembayaran_hutang_3BT,jumlah_pembayaran_hutang_4BT,jumlah_pembayaran_hutang_5BT,jumlah_pembayaran_hutang_6BT,jumlah_pengeluaran_1BT,jumlah_pengeluaran_2BT,jumlah_pengeluaran_3BT,jumlah_pengeluaran_4BT,jumlah_pengeluaran_5BT,jumlah_pengeluaran_6BT,jumlah_pemasukan_1BT,jumlah_pemasukan_2BT,jumlah_pemasukan_3BT,jumlah_pemasukan_4BT,jumlah_pemasukan_5BT,jumlah_pemasukan_6BT,frekuensi_pengeluaran_1BT,frekuensi_pengeluaran_2BT,frekuensi_pengeluaran_3BT,frekuensi_pengeluaran_4BT,frekuensi_pengeluaran_5BT,frekuensi_pengeluaran_6BT,frekuensi_pemasukan_1BT,frekuensi_pemasukan_2BT,frekuensi_pemasukan_3BT,frekuensi_pemasukan_4BT,frekuensi_pemasukan_5BT,frekuensi_pemasukan_6BT,tgl data,flag
LI84199,32.0,C,F,,B,Mahasiswa Diploma / S1 / S2,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13943.77348,12750.67421,7035.302236,8432.274114,6957.537472,4848.232846,15035.67885,12849.38238,6790.907129,8300.331552,6688.934899,5108.270388,732.0,675.0,636.0,628.0,475.0,401.0,130.0,117.0,85.0,89.0,82.0,69.0,04/08/23 14.17,0.0
NHX0604,11.0,I,,,,,,Jasa Kegiatan Lainnya,0.0,0.0,1.0,1.0,0.0,0.0,RITEL,,,8173.088395,58.84621977,2312.324688,0.0,0.0,0.0,7024.059296,4401.155612,16386.79531,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7024.059296,4401.155612,16386.79531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88294.82747,51662.85356,29743.37627,2412.666198,3811.928009,11416.57762,90917.73116,39677.21386,47417.79963,2396.03937,9004.638569,11402.84329,7.0,2.0,2.0,1.0,1.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,04/08/23 14.17,0.0
APRD395,31.0,C,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,1.0,0.0,1.0,,,,0.0,0.0,5343.786865,0.0,0.0,0.0,0.0,0.0,4999.237852,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4239.957762,0.0,0.0,0.0,18484.20381,19082.12233,19677.11361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.1816648,7257.656215,15470.65432,254.0513217,0.0,0.0,135.1529809,852.1840551,21879.20704,232.6386389,0.0,0.0,34.0,50.0,51.0,49.0,40.0,33.0,18.0,14.0,15.0,16.0,14.0,8.0,04/08/23 14.17,0.0
W570763,44.0,K,M,,K,,,,0.0,0.0,1.0,0.0,0.0,1.0,RITEL,,,2090.687333,2091.191211,0.0,0.0,0.0,0.0,2089.96688,2091.104085,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2089.96688,2091.104085,0.0,0.0,0.0,0.0,18620.05863,18665.8021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978.187711,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
BM71994,73.0,G,M,,K,Usaha Mandiri,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,1.0
AUY1127,26.0,K,F,,B,Karyawan,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
SYCA312,29.0,R,F,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,3584.210398,0.0,0.0,0.0,0.0,0.0,3690.286206,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3338.748172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
AZC9860,49.0,F,M,,D,Usaha Mandiri,,,1.0,1.0,1.0,0.0,1.0,0.0,,,,79016.27474,79034.45007,79081.97019,78978.67148,78842.72622,71568.04541,79576.78803,78897.29197,79110.88076,79061.7758,78928.14785,71637.07783,0.0,0.0,0.0,0.0,0.0,0.0,2242.704795,1563.208732,1776.797525,1727.692562,1594.064609,1333.36579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,7.0,5.0,7.0,7.0,12.0,7.0,04/08/23 14.17,0.0
YGJ8750,41.0,K,F,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,04/08/23 14.17,0.0
BCG6645,1.0,K,,,,,PEMBAYARAN SIM,,0.0,0.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
DDI8420,33.0,B,F,,K,,SUAMI,,0.0,0.0,1.0,0.0,0.0,1.0,PARTNERSHIP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8252.760405,8428.519685,8604.278965,8780.038245,8955.797525,9131.556805,0.0,0.0,0.0,0.0,0.0,0.0,7576.316873,5723.675956,5620.096218,5932.774424,6895.785827,15956.61839,7627.061375,5733.988892,5332.165073,5998.850745,7165.010335,16678.3113,464.0,322.0,329.0,403.0,432.0,322.0,41.0,41.0,35.0,47.0,50.0,47.0,04/08/23 14.17,0.0
WEJ8283,1.0,I,,,,,,Jasa Kegiatan Lainnya,0.0,1.0,0.0,1.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
DHU0709,30.0,F,M,,B,ASN,,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,224.3686931,2459.766615,1477.209467,150.2657832,0.0,3223.324915,0.0,553.0979612,4352.159561,21.63053993,369.9331974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0979612,4352.159561,21.63053993,369.9331974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7122.749508,31222.34239,24711.04592,14178.65172,5682.107987,19112.17798,5327.268068,27423.28079,29041.57494,13830.34906,6537.366915,6925.709646,99.0,115.0,164.0,217.0,97.0,98.0,8.0,20.0,19.0,19.0,26.0,21.0,04/08/23 14.17,1.0
APRF132,1.0,E,,,,,,Jasa Kegiatan Lainnya,0.0,0.0,0.0,1.0,0.0,0.0,,,,304.2483352,0.0,0.0,0.0,0.0,0.0,304.4742688,304.1824381,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.4742688,304.1824381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.2626547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
MQCL351,23.0,B,M,,B,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
NBH4667,49.0,G,M,,K,Usaha Mandiri,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,773.3992168,2677.127371,0.0,0.0,0.0,0.0,2216.021661,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216.021661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6694.791114,19250.39092,144.5280652,1921.320585,4170.688555,9081.895107,9167.67365,19734.38245,685.645599,1141.720613,4751.053361,8644.320022,44.0,36.0,19.0,35.0,48.0,45.0,16.0,13.0,7.0,19.0,26.0,31.0,04/08/23 14.17,0.0
YK43910,54.0,I,F,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,2861.659673,2858.81856,2850.596246,2841.114368,2794.273275,2706.794654,2862.170627,2861.336966,2851.286839,2850.196429,2796.785292,2760.029668,0.0,0.0,0.0,0.0,0.0,0.0,2862.170627,2861.336966,2851.286839,2850.196429,2796.785292,2760.029668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,04/08/23 14.17,0.0
PEY9713,1.0,R,,,,,,Perd. Bahan Konstruksi Lainnya,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,1.0
MTGD861,2.0,D,,,,,,Jasa Kesehatan Rumah Sakit,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
AUKW050,27.0,X,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
MSWU588,22.0,X,M,,B,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9283.16676,0.0,0.0,0.0,0.0,0.0,9219.553853,0.0,0.0,0.0,0.0,9.0,19.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
AIKY369,33.0,F,M,,K,Usaha Mandiri,,,1.0,1.0,1.0,0.0,0.0,1.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7492.907832,7911.111924,8326.804064,8720.966676,9131.556805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3613.245782,1843.053431,2252.283394,321.6354753,12925.62261,2993.87507,3695.08113,1819.33802,1926.583732,664.6127672,12896.58465,934.4043166,82.0,67.0,94.0,60.0,69.0,53.0,47.0,36.0,44.0,31.0,34.0,29.0,04/08/23 14.17,1.0
TAC2997,51.0,B,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5616.441507,5850.784871,6085.128234,6319.471597,6553.814961,6788.158324,0.0,0.0,0.0,0.0,0.0,0.0,13901.66416,17265.03002,29669.97582,39245.6863,29901.14708,24367.52859,14123.96569,17287.13955,29428.28086,40186.39384,29952.02693,24181.45226,166.0,207.0,313.0,376.0,352.0,332.0,47.0,40.0,99.0,147.0,177.0,149.0,04/08/23 14.17,0.0
EU52518,26.0,H,F,,K,,BKMM,,0.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7790.015959,7768.592379,6936.105385,6259.517154,10131.32614,7486.087458,8362.695093,7686.005484,6703.213231,6550.569249,10248.14096,7762.237205,236.0,212.0,215.0,229.0,236.0,228.0,87.0,106.0,102.0,99.0,121.0,122.0,04/08/23 14.17,0.0
I552005,64.0,F,F,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
LL03376,52.0,C,M,,K,Pedagang,,,0.0,0.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.6723285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.6723285,0.0,0.0,25157.43202,25157.43202,25157.43202,25157.43202,25157.43202,25157.43202,0.0,0.0,0.0,0.0,0.0,0.0,75406.08079,68345.76251,64899.27175,61098.71074,24673.37738,44887.63415,75327.85145,67579.62669,64076.6863,62815.70648,25002.38091,44865.39194,1692.0,1736.0,1580.0,1580.0,454.0,1462.0,321.0,254.0,219.0,194.0,71.0,174.0,04/08/23 14.17,0.0
SKWA529,28.0,B,F,,B,Pedagang,,,1.0,1.0,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,27.0,38.0,27.0,38.0,17.0,9.0,17.0,13.0,12.0,17.0,04/08/23 14.17,0.0
AAAO799,45.0,D,M,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,107707.9798,100408.7964,95118.41986,91947.68591,88992.35257,85116.63396,109490.7461,106127.2059,94459.26469,94441.58957,89402.43279,86578.35883,0.0,0.0,0.0,0.0,0.0,0.0,109490.7461,106127.2059,94459.26469,94441.58957,89402.43279,86578.35883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2134.631046,0.0,726.6008858,3537.455076,1986.920627,10340.25745,2152.306173,3656.291901,3550.674845,5914.405301,3.0,7.0,5.0,4.0,5.0,7.0,27.0,27.0,16.0,23.0,27.0,18.0,04/08/23 14.17,0.0
EO28387,43.0,B,F,,K,Ibu RT,SUAMI,,0.0,1.0,1.0,0.0,0.0,1.0,PARTNERSHIP,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4298.176603,4517.875703,4737.574803,4957.273903,5176.973003,5396.672103,0.0,0.0,0.0,0.0,0.0,0.0,1799.124789,1395.348988,1305.06243,2192.970683,1593.612767,1216.022989,1896.843715,557.5161699,1870.713653,2415.616001,1653.337247,1181.942843,184.0,202.0,299.0,169.0,221.0,141.0,43.0,36.0,47.0,43.0,39.0,37.0,04/08/23 14.17,0.0
DWY1801,47.0,F,M,,K,,,,0.0,1.0,1.0,0.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
HSK3744,1.0,K,,,,,,Jasa Kegiatan Lainnya,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
CK64696,1.0,H,,,,,,Perd. Tekstil & Pakaian Jadi,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
SITR375,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
HJQ1906,4.0,G,,,,,,Pengolahan Data,0.0,1.0,0.0,1.0,0.0,0.0,RITEL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0215832,1345.891943,2790.882593,2301.410082,0.0,0.0,0.0,1410.504289,3253.480877,2220.85637,0.0,4.0,15.0,14.0,19.0,24.0,12.0,14.0,36.0,27.0,16.0,9.0,13.0,04/08/23 14.17,0.0
RJG8994,28.0,B,F,,K,Pedagang,ORANG TUA,,1.0,0.0,1.0,0.0,0.0,1.0,,,,1741.840621,0.0,0.0,0.0,0.0,0.0,1354.484941,0.0,0.0,0,0.0,6.278669854,0.0,0.0,0.0,0.0,0.0,0.0,1354.484941,0.0,0.0,0.0,0.0,6.278669854,2101.185602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7556.126547,3730.140889,5151.600745,3870.982705,3780.796822,2535.775239,10150.39904,3210.283394,5266.151364,4039.620993,2765.12725,3760.935039,139.0,119.0,119.0,85.0,84.0,115.0,202.0,185.0,188.0,197.0,165.0,164.0,04/08/23 14.17,0.0
PHC8789,4.0,F,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
HEN9056,52.0,M,M,,K,Karyawan,,,1.0,0.0,1.0,0.0,0.0,0.0,RITEL,,,30.99146091,0.0,0.0,0.0,0.0,0.0,898.1133999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.1133999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277.692984,0.0,0.0,0.0,0.0,0.0,5897.899255,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,1.0
MTDM325,47.0,C,M,,K,Usaha Mandiri,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
KCB4201,34.0,R,F,,K,Usaha Mandiri,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/08/23 14.17,0.0
